 1300	00000000000000000000000000000000
 1301	00000000000000000000011000001110
 1302	00000000000000000000001110001111
 1303	11111111111111111110110000000110
 1304	11111111111111111101010011100111
 1305	11111111111111111111111010110001
 1306	00000000000000000100111101000101
 1307	00000000000000000100011101010010
 1308	11111111111111111010001001100010
 1309	11111111111111110000100000001000
 1310	11111111111111111000101001001010
 1311	00000000000000010011100000100010
 1312	00000000000000011111100011000110
 1313	11111111111111111100000100110010
 1314	11111111111110110111110001001100
 1315	11111111111110010100000001011000
 1316	11111111111111010100001100011100
 1317	00000000000001110111100111100101
 1318	00000000000100111011110000111111
 1319	00000000000111011111001010010010
 1320	00000000001001010001110111110010
 1321	00000000001010110101110011100100
 1322	00000000001100101011110000000001
 1323	00000000001110110010010110111011
 1324	00000000010000111001011100000111
 1325	00000000010010110100111111010000
 1326	00000000010100101001101100010000
 1327	00000000010110100000000010010101
 1328	00000000011000011000011010110011
 1329	00000000011010001111110111011001
 1330	00000000011100000100011011001111
 1331	00000000011101110101111010111110
 1332	00000000011111100110011101101001
 1333	00000000100001010100100110011010
 1334	00000000100011000000011101011101
 1335	00000000100100101010110101111011
 1336	00000000100110010010010010011110
 1337	00000000100111110111100111100111
 1338	00000000101001011010110011110100
 1339	00000000101010111010101100101101
 1340	00000000101100011000011100011110
 1341	00000000101101110011001010011010
 1342	00000000101111001010100001010011
 1343	00000000110000011111101001001100
 1344	00000000110001110001001010011110
 1345	00000000110010111111100000100100
 1346	00000000110100001011000011100111
 1347	00000000110101010010100010110001
 1348	00000000110110010111001011110011
 1349	00000000110111011000100100000001
 1350	00000000111000010101111001010100
 1351	00000000111001010000011000111011
 1352	00000000111010000110111001011110
 1353	00000000111010111001100001110001
 1354	00000000111011101001000010001101
 1355	00000000111100010011111111101011
 1356	00000000111100111011010110100111
 1357	00000000111101011111001101100001
 1358	00000000111101111110100101011111
 1359	00000000111110011010101110111110
 1360	00000000111110110010110000101101
 1361	00000000111111000110010110101000
 1362	00000000111111010110101010000011
 1363	00000000111111100010011001101111
 1364	00000000111111101010001011001101
 1365	00000000111111101110011001001010
 1366	00000000111111101101110011001010
 1367	00000000111111101001100111001011
 1368	00000000111111100001011100101000
 1369	00000000111111010100101011101110
 1370	00000000111111000100101001110101
 1371	00000000111110110000010001111010
 1372	00000000111110010111110001101010
 1373	00000000111101111011111110101100
 1374	00000000111101011011100101010011
 1375	00000000111100110111100110010000
 1376	00000000111100010000000100100011
 1377	00000000111011100100000010010001
 1378	00000000111010110100110101110000
 1379	00000000111010000001101101110000
 1380	00000000111001001010100000100101
 1381	00000000111000010000011011011111
 1382	00000000110111010010010001011010
 1383	00000000110110010000101111010100
 1384	00000000110101001100010001111011
 1385	00000000110100000011101001101110
 1386	00000000110010111000000101110001
 1387	00000000110001101001010001110101
 1388	00000000110000010110110100000000
 1389	00000000101111000010001010110110
 1390	00000000101101101010010000000100
 1391	00000000101100001111001100101101
 1392	00000000101010110001110010110101
 1393	00000000101001010000111000001101
 1394	00000000100111101101101101111001
 1395	00000000100110001000011110001101
 1396	00000000100100100000001100011000
 1397	00000000100010110110001100010001
 1398	00000000100001001001101110001100
 1399	00000000011111011010110010101110
 1400	00000000011101101010101010101011
